Case ID,Events,Variant,Variant index,Started,Finished,Duration,Duration (milliseconds)
7930799E5C,13,"Variant 5,343",5343,10.06.2019 00:00:00,11.11.2020 00:00:00,"1 year, 155 days",44931600000
79514120C3,10,"Variant 5,408",5408,26.06.2019 00:00:00,27.11.2020 00:00:00,"1 year, 155 days",44931600000
8849283359,5,Variant 3,3,26.07.2021 00:00:00,28.12.2022 00:00:00,"1 year, 155 days",44931600000
681878710B,5,Variant 1,1,27.10.2016 00:00:00,31.03.2018 00:00:00,"1 year, 155 days",44928000000
705220607F,5,Variant 1,1,19.04.2017 00:00:00,21.09.2018 00:00:00,"1 year, 155 days",44928000000
7461003672,6,Variant 6,6,23.04.2018 00:00:00,25.09.2019 00:00:00,"1 year, 155 days",44928000000
784439143C,12,"Variant 5,125",5125,02.04.2019 00:00:00,03.09.2020 00:00:00,"1 year, 155 days",44928000000
7848340F0A,16,"Variant 5,141",5141,03.04.2019 00:00:00,04.09.2020 00:00:00,"1 year, 155 days",44928000000
7865713FB1,14,"Variant 5,184",5184,30.04.2019 00:00:00,01.10.2020 00:00:00,"1 year, 155 days",44928000000
7878082EEA,10,Variant 737,737,29.04.2019 00:00:00,30.09.2020 00:00:00,"1 year, 155 days",44928000000
654511716A,8,Variant 32,32,10.02.2016 00:00:00,14.07.2017 00:00:00,"1 year, 154 days",44924400000
6568924F8E,5,Variant 1,1,27.01.2016 00:00:00,30.06.2017 00:00:00,"1 year, 154 days",44924400000
6569172C37,5,Variant 1,1,27.01.2016 00:00:00,30.06.2017 00:00:00,"1 year, 154 days",44924400000
65692447A3,5,Variant 1,1,27.01.2016 00:00:00,30.06.2017 00:00:00,"1 year, 154 days",44924400000
6795475B5C,8,Variant 59,59,16.12.2016 00:00:00,20.05.2018 00:00:00,"1 year, 154 days",44924400000
7366566A90,5,Variant 1,1,29.01.2018 00:00:00,03.07.2019 00:00:00,"1 year, 154 days",44924400000
73826546CE,5,Variant 1,1,21.02.2018 00:00:00,26.07.2019 00:00:00,"1 year, 154 days",44924400000
7746199D9F,9,Variant 743,743,24.12.2018 00:00:00,27.05.2020 00:00:00,"1 year, 154 days",44924400000
7770864FD2,13,"Variant 4,954",4954,13.02.2019 00:00:00,17.07.2020 00:00:00,"1 year, 154 days",44924400000
7802089784,5,Variant 1,1,27.02.2019 00:00:00,31.07.2020 00:00:00,"1 year, 154 days",44924400000
7817469B7D,17,"Variant 5,057",5057,04.03.2019 00:00:00,05.08.2020 00:00:00,"1 year, 154 days",44924400000
812983473F,9,"Variant 5,881",5881,23.12.2019 00:00:00,26.05.2021 00:00:00,"1 year, 154 days",44924400000
818142557D,7,Variant 11,11,05.02.2020 00:00:00,09.07.2021 00:00:00,"1 year, 154 days",44924400000
8190777AFF,5,Variant 1,1,24.02.2020 00:00:00,28.07.2021 00:00:00,"1 year, 154 days",44924400000
8574949FC1,7,Variant 2,2,21.12.2020 00:00:00,25.05.2022 00:00:00,"1 year, 154 days",44924400000
6836136DE0,7,Variant 2,2,14.10.2016 00:00:00,17.03.2018 00:00:00,"1 year, 154 days",44845200000
7102944ECD,10,"Variant 2,670",2670,07.06.2017 00:00:00,08.11.2018 00:00:00,"1 year, 154 days",44845200000
7109651D98,11,Variant 397,397,23.06.2017 00:00:00,24.11.2018 00:00:00,"1 year, 154 days",44845200000
723675899D,10,Variant 561,561,24.10.2017 00:00:00,27.03.2019 00:00:00,"1 year, 154 days",44845200000
754702520D,7,Variant 62,62,29.06.2018 00:00:00,30.11.2019 00:00:00,"1 year, 154 days",44845200000
7944135B94,12,"Variant 5,384",5384,26.06.2019 00:00:00,26.11.2020 00:00:00,"1 year, 154 days",44845200000
7946762375,7,Variant 62,62,01.07.2019 00:00:00,01.12.2020 00:00:00,"1 year, 154 days",44845200000
8009792176,9,Variant 859,859,29.08.2019 00:00:00,29.01.2021 00:00:00,"1 year, 154 days",44845200000
803403790F,9,Variant 298,298,02.10.2019 00:00:00,04.03.2021 00:00:00,"1 year, 154 days",44845200000
805266448D,7,Variant 5,5,10.10.2019 00:00:00,12.03.2021 00:00:00,"1 year, 154 days",44845200000
74482813EC,7,Variant 300,300,13.04.2018 00:00:00,14.09.2019 00:00:00,"1 year, 154 days",44841600000
78891550A9,12,Variant 556,556,02.05.2019 00:00:00,02.10.2020 00:00:00,"1 year, 154 days",44841600000
8729945284,5,Variant 1,1,28.04.2021 00:00:00,29.09.2022 00:00:00,"1 year, 154 days",44841600000
65543737B3,11,Variant 22,22,28.01.2016 00:00:00,30.06.2017 00:00:00,"1 year, 153 days",44838000000
6814810F1A,11,Variant 636,636,22.12.2016 00:00:00,25.05.2018 00:00:00,"1 year, 153 days",44838000000
6838085640,7,Variant 2,2,21.12.2016 00:00:00,24.05.2018 00:00:00,"1 year, 153 days",44838000000
6895926A26,13,Variant 701,701,13.12.2016 00:00:00,16.05.2018 00:00:00,"1 year, 153 days",44838000000
69599035A5,5,Variant 1,1,27.01.2017 00:00:00,30.06.2018 00:00:00,"1 year, 153 days",44838000000
6959914EB6,5,Variant 1,1,27.01.2017 00:00:00,30.06.2018 00:00:00,"1 year, 153 days",44838000000
7003991437,5,Variant 3,3,07.03.2017 00:00:00,08.08.2018 00:00:00,"1 year, 153 days",44838000000
73186569FB,15,"Variant 3,427",3427,06.02.2018 00:00:00,10.07.2019 00:00:00,"1 year, 153 days",44838000000
7329540FBC,8,"Variant 3,496",3496,28.12.2017 00:00:00,31.05.2019 00:00:00,"1 year, 153 days",44838000000
7335449C00,7,Variant 479,479,28.12.2017 00:00:00,31.05.2019 00:00:00,"1 year, 153 days",44838000000
7380299F63,5,Variant 1,1,20.02.2018 00:00:00,24.07.2019 00:00:00,"1 year, 153 days",44838000000
7396256F85,9,"Variant 3,689",3689,28.02.2018 00:00:00,01.08.2019 00:00:00,"1 year, 153 days",44838000000
7691067544,11,"Variant 4,636",4636,18.12.2018 00:00:00,20.05.2020 00:00:00,"1 year, 153 days",44838000000
7701674670,8,"Variant 4,670",4670,28.11.2018 00:00:00,30.04.2020 00:00:00,"1 year, 153 days",44838000000
7703253D76,8,Variant 304,304,17.12.2018 00:00:00,19.05.2020 00:00:00,"1 year, 153 days",44838000000
7833194C2B,11,Variant 22,22,14.03.2019 00:00:00,14.08.2020 00:00:00,"1 year, 153 days",44838000000
8028939A0E,9,Variant 593,593,26.11.2019 00:00:00,28.04.2021 00:00:00,"1 year, 153 days",44838000000
8061019351,8,Variant 45,45,20.11.2019 00:00:00,22.04.2021 00:00:00,"1 year, 153 days",44838000000
816789582D,12,"Variant 5,949",5949,05.11.2019 00:00:00,07.04.2021 00:00:00,"1 year, 153 days",44838000000
8175786809,5,Variant 1,1,20.02.2020 00:00:00,23.07.2021 00:00:00,"1 year, 153 days",44838000000
81778417E0,5,Variant 3,3,21.01.2020 00:00:00,23.06.2021 00:00:00,"1 year, 153 days",44838000000
8224326085,5,Variant 3,3,26.02.2020 00:00:00,29.07.2021 00:00:00,"1 year, 153 days",44838000000
8224339B3C,5,Variant 3,3,26.02.2020 00:00:00,29.07.2021 00:00:00,"1 year, 153 days",44838000000
822434937F,5,Variant 3,3,26.02.2020 00:00:00,29.07.2021 00:00:00,"1 year, 153 days",44838000000
82243650B4,5,Variant 3,3,26.02.2020 00:00:00,29.07.2021 00:00:00,"1 year, 153 days",44838000000
82243872DB,5,Variant 3,3,26.02.2020 00:00:00,29.07.2021 00:00:00,"1 year, 153 days",44838000000
82244040E3,5,Variant 3,3,26.02.2020 00:00:00,29.07.2021 00:00:00,"1 year, 153 days",44838000000
8224423091,5,Variant 3,3,26.02.2020 00:00:00,29.07.2021 00:00:00,"1 year, 153 days",44838000000
8224430656,5,Variant 3,3,26.02.2020 00:00:00,29.07.2021 00:00:00,"1 year, 153 days",44838000000
822444203F,5,Variant 3,3,26.02.2020 00:00:00,29.07.2021 00:00:00,"1 year, 153 days",44838000000
6727016D34,10,Variant 689,689,30.05.2016 00:00:00,30.10.2017 00:00:00,"1 year, 153 days",44758800000
6752302FDE,9,"Variant 1,145",1145,23.09.2016 00:00:00,23.02.2018 00:00:00,"1 year, 153 days",44758800000
712868374E,27,"Variant 2,758",2758,06.07.2017 00:00:00,06.12.2018 00:00:00,"1 year, 153 days",44758800000
7183134DAF,8,Variant 64,64,21.08.2017 00:00:00,21.01.2019 00:00:00,"1 year, 153 days",44758800000
75144028B1,5,Variant 1,1,06.06.2018 00:00:00,06.11.2019 00:00:00,"1 year, 153 days",44758800000
7582773E38,5,Variant 1,1,27.07.2018 00:00:00,27.12.2019 00:00:00,"1 year, 153 days",44758800000
7661641A28,6,Variant 15,15,19.10.2018 00:00:00,20.03.2020 00:00:00,"1 year, 153 days",44758800000
7880574763,10,"Variant 5,222",5222,07.06.2019 00:00:00,06.11.2020 00:00:00,"1 year, 153 days",44758800000
7943531925,5,Variant 1,1,01.07.2019 00:00:00,30.11.2020 00:00:00,"1 year, 153 days",44758800000
799476619D,5,Variant 1,1,01.08.2019 00:00:00,31.12.2020 00:00:00,"1 year, 153 days",44758800000
6674032170,12,"Variant 1,563",1563,05.04.2016 00:00:00,05.09.2017 00:00:00,"1 year, 153 days",44755200000
708465496C,8,Variant 36,36,19.05.2017 00:00:00,19.10.2018 00:00:00,"1 year, 153 days",44755200000
7447320ADF,13,"Variant 3,856",3856,13.04.2018 00:00:00,13.09.2019 00:00:00,"1 year, 153 days",44755200000
82972535C7,8,Variant 126,126,25.05.2020 00:00:00,25.10.2021 00:00:00,"1 year, 153 days",44755200000
87537921AF,10,Variant 552,552,13.05.2021 00:00:00,13.10.2022 00:00:00,"1 year, 153 days",44755200000
732654368B,5,Variant 1,1,13.02.2018 00:00:00,16.07.2019 00:00:00,"1 year, 152 days",44751600000
7329398A8F,11,Variant 774,774,27.12.2017 00:00:00,29.05.2019 00:00:00,"1 year, 152 days",44751600000
73355943AB,7,Variant 2,2,28.12.2017 00:00:00,30.05.2019 00:00:00,"1 year, 152 days",44751600000
73594656A3,5,Variant 1,1,13.02.2018 00:00:00,16.07.2019 00:00:00,"1 year, 152 days",44751600000
77215676A9,9,Variant 450,450,06.12.2018 00:00:00,07.05.2020 00:00:00,"1 year, 152 days",44751600000
7729971DDA,5,Variant 1,1,28.02.2019 00:00:00,30.07.2020 00:00:00,"1 year, 152 days",44751600000
7742138663,11,"Variant 4,858",4858,24.12.2018 00:00:00,25.05.2020 00:00:00,"1 year, 152 days",44751600000
7745270EFC,15,"Variant 4,873",4873,28.12.2018 00:00:00,29.05.2020 00:00:00,"1 year, 152 days",44751600000
775076017E,5,Variant 1,1,27.12.2018 00:00:00,28.05.2020 00:00:00,"1 year, 152 days",44751600000
775283844F,7,Variant 5,5,28.12.2018 00:00:00,29.05.2020 00:00:00,"1 year, 152 days",44751600000
777079895D,6,Variant 23,23,22.01.2019 00:00:00,23.06.2020 00:00:00,"1 year, 152 days",44751600000
77906041CD,17,"Variant 4,996",4996,28.03.2019 00:00:00,27.08.2020 00:00:00,"1 year, 152 days",44751600000
7792408282,12,"Variant 5,006",5006,01.03.2019 00:00:00,31.07.2020 00:00:00,"1 year, 152 days",44751600000
78012123CC,5,Variant 13,13,06.03.2019 00:00:00,05.08.2020 00:00:00,"1 year, 152 days",44751600000
7820314743,7,Variant 2,2,07.02.2019 00:00:00,09.07.2020 00:00:00,"1 year, 152 days",44751600000
8074096ACA,6,Variant 4,4,21.11.2019 00:00:00,22.04.2021 00:00:00,"1 year, 152 days",44751600000
8147807709,5,Variant 1,1,29.01.2020 00:00:00,30.06.2021 00:00:00,"1 year, 152 days",44751600000
8153826E10,5,Variant 3,3,20.12.2019 00:00:00,21.05.2021 00:00:00,"1 year, 152 days",44751600000
8234247B93,7,Variant 2,2,20.12.2019 00:00:00,21.05.2021 00:00:00,"1 year, 152 days",44751600000
8651413BD9,11,"Variant 6,446",6446,26.02.2021 00:00:00,29.07.2022 00:00:00,"1 year, 152 days",44751600000
7241503551,8,Variant 82,82,20.10.2017 00:00:00,21.03.2019 00:00:00,"1 year, 152 days",44672400000
724673748D,5,Variant 1,1,20.10.2017 00:00:00,21.03.2019 00:00:00,"1 year, 152 days",44672400000
75276193B6,5,Variant 1,1,29.08.2018 00:00:00,28.01.2020 00:00:00,"1 year, 152 days",44672400000
75473530BA,17,"Variant 4,133",4133,17.07.2018 00:00:00,16.12.2019 00:00:00,"1 year, 152 days",44672400000
7557472F2C,5,Variant 1,1,01.08.2018 00:00:00,31.12.2019 00:00:00,"1 year, 152 days",44672400000
7916023CD2,15,"Variant 5,295",5295,28.05.2019 00:00:00,26.10.2020 00:00:00,"1 year, 152 days",44672400000
79296244BB,7,Variant 11,11,12.07.2019 00:00:00,10.12.2020 00:00:00,"1 year, 152 days",44672400000
7963580A1A,5,Variant 1,1,02.07.2019 00:00:00,30.11.2020 00:00:00,"1 year, 152 days",44672400000
8000788B1D,11,Variant 22,22,23.08.2019 00:00:00,21.01.2021 00:00:00,"1 year, 152 days",44672400000
87492594EE,7,Variant 5,5,01.06.2021 00:00:00,31.10.2022 00:00:00,"1 year, 152 days",44672400000
664365016B,10,Variant 439,439,31.03.2016 00:00:00,30.08.2017 00:00:00,"1 year, 152 days",44668800000
708197784B,14,"Variant 2,609",2609,26.05.2017 00:00:00,25.10.2018 00:00:00,"1 year, 152 days",44668800000
725676149E,8,Variant 32,32,30.10.2017 00:00:00,31.03.2019 00:00:00,"1 year, 152 days",44668800000
746850661E,9,Variant 493,493,27.04.2018 00:00:00,26.09.2019 00:00:00,"1 year, 152 days",44668800000
7837613AD8,10,Variant 141,141,02.04.2019 00:00:00,31.08.2020 00:00:00,"1 year, 152 days",44668800000
6868471991,10,Variant 842,842,16.11.2016 00:00:00,17.04.2018 00:00:00,"1 year, 151 days",44665200000
7312940CFC,9,Variant 12,12,27.12.2017 00:00:00,28.05.2019 00:00:00,"1 year, 151 days",44665200000
734637004F,12,Variant 723,723,26.01.2018 00:00:00,27.06.2019 00:00:00,"1 year, 151 days",44665200000
7726519D2C,16,"Variant 4,794",4794,13.12.2018 00:00:00,13.05.2020 00:00:00,"1 year, 151 days",44665200000
7752190D8D,11,Variant 116,116,28.12.2018 00:00:00,28.05.2020 00:00:00,"1 year, 151 days",44665200000
7792032C36,8,Variant 45,45,14.03.2019 00:00:00,12.08.2020 00:00:00,"1 year, 151 days",44665200000
78356273F4,5,Variant 1,1,21.03.2019 00:00:00,19.08.2020 00:00:00,"1 year, 151 days",44665200000
8104557C00,8,Variant 8,8,27.12.2019 00:00:00,27.05.2021 00:00:00,"1 year, 151 days",44665200000
8583052E90,9,Variant 31,31,25.02.2021 00:00:00,27.07.2022 00:00:00,"1 year, 151 days",44665200000
8585763BC1,5,Variant 1,1,04.01.2021 00:00:00,05.06.2022 00:00:00,"1 year, 151 days",44665200000
8599195832,9,Variant 12,12,28.01.2021 00:00:00,29.06.2022 00:00:00,"1 year, 151 days",44665200000
8620617631,5,Variant 1,1,11.03.2021 00:00:00,10.08.2022 00:00:00,"1 year, 151 days",44665200000
6752294946,7,"Variant 1,717",1717,23.09.2016 00:00:00,21.02.2018 00:00:00,"1 year, 151 days",44586000000
71190054C5,13,"Variant 2,734",2734,19.07.2017 00:00:00,17.12.2018 00:00:00,"1 year, 151 days",44586000000
7576243182,5,Variant 1,1,19.07.2018 00:00:00,17.12.2019 00:00:00,"1 year, 151 days",44586000000
75782612D0,10,Variant 241,241,12.09.2018 00:00:00,10.02.2020 00:00:00,"1 year, 151 days",44586000000
798515565C,5,Variant 1,1,06.08.2019 00:00:00,03.01.2021 00:00:00,"1 year, 151 days",44586000000
8359188C26,5,Variant 3,3,08.07.2020 00:00:00,06.12.2021 00:00:00,"1 year, 151 days",44586000000
8847997E18,13,Variant 110,110,26.07.2021 00:00:00,24.12.2022 00:00:00,"1 year, 151 days",44586000000
78886900EE,8,Variant 8,8,26.04.2019 00:00:00,23.09.2020 00:00:00,"1 year, 151 days",44582400000
78970514A4,6,Variant 15,15,27.05.2019 00:00:00,24.10.2020 00:00:00,"1 year, 151 days",44582400000
7899096C38,8,"Variant 5,255",5255,23.05.2019 00:00:00,20.10.2020 00:00:00,"1 year, 151 days",44582400000
831934088B,7,Variant 11,11,27.05.2020 00:00:00,25.10.2021 00:00:00,"1 year, 151 days",44582400000
6925632C50,5,Variant 1,1,30.12.2016 00:00:00,30.05.2018 00:00:00,"1 year, 150 days",44578800000
69322322D1,7,"Variant 2,259",2259,30.12.2016 00:00:00,30.05.2018 00:00:00,"1 year, 150 days",44578800000
6961736E46,7,Variant 21,21,30.01.2017 00:00:00,30.06.2018 00:00:00,"1 year, 150 days",44578800000
6982779385,5,Variant 3,3,16.02.2017 00:00:00,17.07.2018 00:00:00,"1 year, 150 days",44578800000
69904795C2,9,Variant 29,29,30.12.2016 00:00:00,30.05.2018 00:00:00,"1 year, 150 days",44578800000
73331323F6,9,Variant 7,7,27.12.2017 00:00:00,27.05.2019 00:00:00,"1 year, 150 days",44578800000
73635387C8,9,Variant 17,17,12.02.2018 00:00:00,13.07.2019 00:00:00,"1 year, 150 days",44578800000
7377719E4E,9,Variant 17,17,08.03.2018 00:00:00,06.08.2019 00:00:00,"1 year, 150 days",44578800000
77680150C5,7,Variant 5,5,27.12.2018 00:00:00,26.05.2020 00:00:00,"1 year, 150 days",44578800000
7843353BA4,5,Variant 1,1,28.03.2019 00:00:00,25.08.2020 00:00:00,"1 year, 150 days",44578800000
8593037E72,6,Variant 15,15,19.02.2020 00:00:00,19.07.2021 00:00:00,"1 year, 150 days",44578800000
6772658E2C,5,Variant 1,1,03.08.2016 00:00:00,31.12.2017 00:00:00,"1 year, 150 days",44499600000
7113416096,9,Variant 135,135,29.06.2017 00:00:00,26.11.2018 00:00:00,"1 year, 150 days",44499600000
7114589891,6,Variant 44,44,03.08.2017 00:00:00,31.12.2018 00:00:00,"1 year, 150 days",44499600000
7171235255,5,Variant 1,1,03.08.2017 00:00:00,31.12.2018 00:00:00,"1 year, 150 days",44499600000
7212750597,7,Variant 253,253,22.09.2017 00:00:00,19.02.2019 00:00:00,"1 year, 150 days",44499600000
76341858C0,8,Variant 40,40,27.09.2018 00:00:00,24.02.2020 00:00:00,"1 year, 150 days",44499600000
79433281A2,7,Variant 5,5,21.06.2019 00:00:00,17.11.2020 00:00:00,"1 year, 150 days",44499600000
79945542AA,7,Variant 5,5,31.07.2019 00:00:00,27.12.2020 00:00:00,"1 year, 150 days",44499600000
8028381D93,12,Variant 83,83,20.09.2019 00:00:00,16.02.2021 00:00:00,"1 year, 150 days",44499600000
8065256BCA,8,Variant 101,101,25.10.2019 00:00:00,23.03.2021 00:00:00,"1 year, 150 days",44499600000
8267736F91,11,Variant 711,711,22.06.2020 00:00:00,19.11.2021 00:00:00,"1 year, 150 days",44499600000
8456826994,10,Variant 438,438,05.10.2020 00:00:00,04.03.2022 00:00:00,"1 year, 150 days",44499600000
6658377A83,9,Variant 29,29,18.04.2016 00:00:00,15.09.2017 00:00:00,"1 year, 150 days",44496000000
7470256A42,5,Variant 1,1,03.05.2018 00:00:00,30.09.2019 00:00:00,"1 year, 150 days",44496000000
8227908C77,10,"Variant 6,037",6037,09.04.2020 00:00:00,06.09.2021 00:00:00,"1 year, 150 days",44496000000
64663676DA,6,Variant 50,50,21.01.2016 00:00:00,19.06.2017 00:00:00,"1 year, 149 days",44492400000
6628484E06,7,Variant 10,10,24.03.2016 00:00:00,21.08.2017 00:00:00,"1 year, 149 days",44492400000
6985894E16,5,Variant 1,1,10.03.2017 00:00:00,07.08.2018 00:00:00,"1 year, 149 days",44492400000
700278944B,9,Variant 899,899,23.03.2017 00:00:00,20.08.2018 00:00:00,"1 year, 149 days",44492400000
7278613575,5,Variant 3,3,17.11.2017 00:00:00,16.04.2019 00:00:00,"1 year, 149 days",44492400000
72817588CA,9,Variant 317,317,31.01.2018 00:00:00,30.06.2019 00:00:00,"1 year, 149 days",44492400000
731669253E,14,"Variant 3,413",3413,28.12.2017 00:00:00,27.05.2019 00:00:00,"1 year, 149 days",44492400000
73808359B7,10,"Variant 3,646",3646,08.02.2018 00:00:00,08.07.2019 00:00:00,"1 year, 149 days",44492400000
77126285F7,9,Variant 94,94,27.12.2018 00:00:00,25.05.2020 00:00:00,"1 year, 149 days",44492400000
7728674F88,11,Variant 98,98,27.12.2018 00:00:00,25.05.2020 00:00:00,"1 year, 149 days",44492400000
7744492CF6,5,Variant 1,1,28.12.2018 00:00:00,26.05.2020 00:00:00,"1 year, 149 days",44492400000
7749583632,8,Variant 152,152,23.12.2018 00:00:00,21.05.2020 00:00:00,"1 year, 149 days",44492400000
7753921208,20,"Variant 4,919",4919,18.01.2019 00:00:00,16.06.2020 00:00:00,"1 year, 149 days",44492400000
7753937F38,15,"Variant 4,920",4920,18.01.2019 00:00:00,16.06.2020 00:00:00,"1 year, 149 days",44492400000
77539509F4,6,Variant 20,20,18.01.2019 00:00:00,16.06.2020 00:00:00,"1 year, 149 days",44492400000
775396130A,7,"Variant 4,922",4922,18.01.2019 00:00:00,16.06.2020 00:00:00,"1 year, 149 days",44492400000
77824519B9,5,Variant 1,1,12.02.2019 00:00:00,11.07.2020 00:00:00,"1 year, 149 days",44492400000
8038395566,7,Variant 5,5,28.11.2019 00:00:00,26.04.2021 00:00:00,"1 year, 149 days",44492400000
806790884B,6,Variant 4,4,11.11.2019 00:00:00,09.04.2021 00:00:00,"1 year, 149 days",44492400000
8096733371,7,Variant 5,5,11.11.2019 00:00:00,09.04.2021 00:00:00,"1 year, 149 days",44492400000
8219882D33,5,Variant 1,1,20.02.2020 00:00:00,19.07.2021 00:00:00,"1 year, 149 days",44492400000
860563175A,8,Variant 120,120,02.03.2021 00:00:00,30.07.2022 00:00:00,"1 year, 149 days",44492400000
8624194E04,9,Variant 29,29,17.12.2018 00:00:00,15.05.2020 00:00:00,"1 year, 149 days",44492400000
675382370C,8,Variant 16,16,14.07.2016 00:00:00,10.12.2017 00:00:00,"1 year, 149 days",44413200000
7170990825,12,"Variant 2,876",2876,11.08.2017 00:00:00,07.01.2019 00:00:00,"1 year, 149 days",44413200000
7515252623,13,Variant 643,643,04.06.2018 00:00:00,31.10.2019 00:00:00,"1 year, 149 days",44413200000
7563466198,8,Variant 38,38,03.08.2018 00:00:00,30.12.2019 00:00:00,"1 year, 149 days",44413200000
78905553F9,7,Variant 88,88,07.06.2019 00:00:00,02.11.2020 00:00:00,"1 year, 149 days",44413200000
80249763B1,15,"Variant 5,629",5629,11.09.2019 00:00:00,06.02.2021 00:00:00,"1 year, 149 days",44413200000
8349962E9C,5,Variant 1,1,04.09.2020 00:00:00,31.01.2022 00:00:00,"1 year, 149 days",44413200000
843093212F,12,Variant 826,826,09.10.2020 00:00:00,07.03.2022 00:00:00,"1 year, 149 days",44413200000
84483739F1,11,Variant 86,86,13.07.2020 00:00:00,09.12.2021 00:00:00,"1 year, 149 days",44413200000
8794532564,12,"Variant 6,521",6521,15.06.2021 00:00:00,11.11.2022 00:00:00,"1 year, 149 days",44413200000
6709583B0A,12,Variant 799,799,31.05.2016 00:00:00,27.10.2017 00:00:00,"1 year, 149 days",44409600000
6986984199,11,Variant 22,22,16.05.2017 00:00:00,12.10.2018 00:00:00,"1 year, 149 days",44409600000
7081417A2A,9,Variant 188,188,19.05.2017 00:00:00,15.10.2018 00:00:00,"1 year, 149 days",44409600000
8043156E4A,10,Variant 220,220,30.04.2019 00:00:00,25.09.2020 00:00:00,"1 year, 149 days",44409600000
86255393F5,8,Variant 43,43,11.05.2021 00:00:00,07.10.2022 00:00:00,"1 year, 149 days",44409600000
8726313D48,8,Variant 101,101,04.05.2021 00:00:00,30.09.2022 00:00:00,"1 year, 149 days",44409600000
8770753E54,12,"Variant 6,508",6508,01.06.2021 00:00:00,28.10.2022 00:00:00,"1 year, 149 days",44409600000
686748296B,9,Variant 61,61,16.12.2016 00:00:00,14.05.2018 00:00:00,"1 year, 148 days",44406000000
6899668A25,12,"Variant 2,151",2151,19.12.2016 00:00:00,17.05.2018 00:00:00,"1 year, 148 days",44406000000
6905213A06,5,Variant 1,1,27.12.2016 00:00:00,25.05.2018 00:00:00,"1 year, 148 days",44406000000
7259914E8B,9,Variant 112,112,06.11.2017 00:00:00,04.04.2019 00:00:00,"1 year, 148 days",44406000000
